name,original_name,nationalities,painting_schools,art_movements,birth_date,death_date
siah armajani,سیاوش ارمجانی,iranian;american,,conceptual art,0001-01-01,0001-01-01
ian burn,Ian Burn,australian,art & language,conceptual art,1939-12-29,1993-09-29
mel bochner,Mel Bochner,american,,conceptual art,0001-01-01,0001-01-01
peter downsbrough,Peter Downsbrough,american,,conceptual art;minimalism,0001-01-01,0001-01-01
vito acconci,Vito Hannibal Acconci,american,,conceptual art,1940-01-24,0001-01-01
mihai olos,Mihai Olos,romanian,,abstract art;conceptual art,1940-02-26,2015-02-22
giulio paolini,Giulio Paolini,italian,,arte povera;conceptual art,1940-11-05,0001-01-01
alighiero boetti,Alighiero Fabrizio Boetti (Alighiero e Boetti),italian,,arte povera;conceptual art,1940-12-16,1994-02-24
claude rutault,Claude Rutault,french,,conceptual art;minimalism,0001-01-01,0001-01-01
harriet bart,Harriet Bart,american,,conceptual art;feminist art;fiber art;mail art,0001-01-01,0001-01-01
hanne darboven,Hanne Darboven,german,,conceptual art;minimalism,1941-04-29,2009-03-09
jan dibbets,Jan Dibbets,dutch,,conceptual art,1941-05-09,0001-01-01
markus raetz,Markus Raetz,swiss,,op art;conceptual art,1941-06-06,0001-01-01
daniel dezeuze,Daniel Dezeuze,french,supports/surfaces,conceptual art,0001-01-01,0001-01-01
lawrence weiner,Lawrence Weiner,american,,conceptual art,1942-02-10,0001-01-01
bram bogart,Bram Bogart,flemish,,art informel;haute pate;excessivism,1921-07-12,2012-05-02
frank auerbach,Frank Helmut Auerbach,german;british,school of london,expressionism;excessivism,0001-01-01,0001-01-01
kaloust guedel,Kaloust Guedelekian,american;armenian,,excessivism;contemporary;light and space,1956-10-31,0001-01-01
ai weiwei,Ai Weiwei,chinese,stars,conceptual art;excessivism,1957-08-28,0001-01-01
john mclaughlin,John Dwyer McLaughlin,american,four abstract classicists,minimalism,1898-05-21,1976-03-20
bice lazzari,Bice Lazzari,italian,,art informel;minimalism,1900-11-15,1981-11-13
ruth vollmer,Ruth Landshoff Vollmer,american;german,,minimalism;post minimalism,0001-01-01,1982-01-01
antonio calderara,Antonio Calderara,italian,,minimalism,1903-10-28,1978-06-27
myron stout,Myron Stout,american,,minimalism,0001-01-01,0001-01-01
agnes martin,Agnes Bernice Martin,canadian;american,,minimalism,1912-03-22,2004-12-16
gego,Gertrude Goldschmidt,german;venezuelan,,op art;minimalism,1912-08-01,1994-09-17
tony smith,Tony Smith,american,,minimalism,1912-09-23,1980-12-26
ad reinhardt,Adolph Dietrich Frederick Reinhardt,american,new york school;american abstract artists;irascibles,abstract expressionism;minimalism,1913-12-24,1967-08-30
johannes jan schoonhoven,"Johannes Jacobus ""Jan"" Schoonhoven",dutch,zero,minimalism,1914-06-26,1994-07-31
mathias goeritz,Werner Mathias Goeritz Brunner,german;mexican,los hartos,minimalism,1915-04-04,1990-08-04
ronald bladen,Charles Ronald Wells Bladen,american;canadian,,minimalism,1918-07-13,0001-01-01
anne truitt,Anne Truitt,american,washington color school,post painterly abstraction;minimalism,1921-03-16,2004-12-23
william turnbull,William Turnbull,british,,abstract expressionism;minimalism,1922-01-11,2012-11-15
genevieve asse,Geneviève Bodin (Asse),french,ecole de paris,minimalism,1923-01-24,0001-01-01
ellsworth kelly,Ellsworth Kelly,american,,post painterly abstraction;minimalism,1923-05-31,0001-01-01
richard artschwager,Richard Artschwager,american,,pop art;conceptual art;minimalism,1923-12-26,2013-02-09
anthony caro,"Sir Anthony Alfred Caro, OM, CBE",british,,new generation sculpture;minimalism,1924-03-08,0001-01-01
paul brach,Paul Brach,american,,minimalism,1924-03-13,2007-11-16
herbert zangs,Herbert Zangs,german,zero,art informel;minimalism,1924-03-27,2003-03-26
martin barre,Martin Barré,french,,minimalism,1924-09-22,0001-01-01
marcel barbeau,"Marcel Barbeau, OC",canadian,les automatistes,abstract expressionism;op art;minimalism;abstract art,1925-02-18,0001-01-01
edward krasinski,Edward Krasiński,polish,,conceptual art;minimalism,1925-03-03,2004-04-06
francois morellet,François Morellet,french,,concrete art;op art;minimalism,0001-01-01,0001-01-01
moshe kupferman,Moshe Kupferman (משה קופפרמן),jewish;polish;israeli,,abstract expressionism;minimalism,1926-08-12,2003-06-20
warren rohrer,Warren Rohrer,american,,minimalism,0001-01-01,0001-01-01
james bishop,James Bishop,french;american,,minimalism,0001-01-01,0001-01-01
donald judd,Donald Judd,american,new york school,minimalism,1928-06-03,1994-02-12
sol lewitt,Solomon LeWitt,american,,conceptual art;minimalism,1928-09-09,2007-04-08
marcia hafif,Marcia Hafif,american,radical painting group,abstract expressionism;minimalism,0001-01-01,0001-01-01
peter joseph,Peter Joseph,british,,minimalism,0001-01-01,0001-01-01
lyman kipp,Lyman Kipp,american,park place,minimalism,0001-01-01,0001-01-01
jo baer,Josephine Gail Bear Kleinberg,american;jewish,,minimalism,1929-08-07,0001-01-01
alex hay,Alex Hay,american,,pop art;minimalism,0001-01-01,0001-01-01
rodolfo arico,Rodolfo Aricò,italian,,post painterly abstraction;minimalism,0001-01-01,0001-01-01
robert ryman,Robert Ryman,american,,minimalism,1930-05-30,0001-01-01
frederic matys thursz,Frederic Matys Thursz,american;german,radical painting group,minimalism,1930-07-07,0001-01-01
enrico castellani,Enrico Castellani,italian,zero,spatialism;minimalism,1930-08-04,0001-01-01
charlotte posenenske,Charlotte Posenenske,jewish;german,,minimalism,1930-10-28,1985-10-03
joan hernandez pijuan,Joan Hernández Pijuan,spanish,,minimalism,0001-01-01,0001-01-01
robert morris,Robert Morris,american,,minimalism;post minimalism,1931-02-09,2018-11-28
ralph hotere,"Hone Papita Raukura ""Ralph"" Hotere, ONZ",new zealander,,minimalism,1931-08-11,2013-02-24
jef verheyen,Jef Verheyen,belgian,zero,post painterly abstraction;minimalism,1932-07-06,1984-03-02
marc vaux,Marc Vaux,british,,post painterly abstraction;minimalism,1932-11-29,0001-01-01
bernard cohen,Bernard Cohen,british,,abstract expressionism;minimalism;abstract art,0001-01-01,0001-01-01
dan flavin,Daniel Nicholas Flavin Jr.,american,,minimalism,1933-04-01,1996-11-29
victor bonato,Vittorio Bonato,german,,op art;minimalism,0001-01-01,0001-01-01
yves gaucher,Yves Gaucher,canadian,nouveaux plasticiens,minimalism,1934-01-04,2000-09-08
bob law,Bob Law,british,,minimalism,1934-01-22,2004-04-17
walter darby bannard,Walter Darby Bannard,american,,post painterly abstraction;minimalism,1934-09-23,0001-01-01
john mccracken,John Harvey McCracken,american,,minimalism;light and space,1934-12-09,2011-04-08
robert huot,Robert Huot,american,,post painterly abstraction;minimalism,0001-01-01,0001-01-01
roman cotosman,Roman Cotoșman,american;romanian,111,minimalism,0001-01-01,0001-01-01
carl andre,Carl Andre,american,,minimalism,1935-09-16,0001-01-01
walter de maria,Walter De Maria,american,,minimalism;environmental art,1935-10-01,2013-07-25
leo valledor,Leo Valledor,american;filipino,park place,abstract expressionism;post painterly abstraction;minimalism,0001-01-01,0001-01-01
nanda vigo,Nanda Vigo,italian,zero,spatialism;minimalism,0001-01-01,0001-01-01
joachim bandau,Joachim Bandau,german,,minimalism,1936-04-18,0001-01-01
frank stella,Frank Stella,american,,post painterly abstraction;minimalism,1936-05-12,0001-01-01
robert grosvenor,Robert Grosvenor,american,park place,minimalism,0001-01-01,0001-01-01
ruth vollmer,Ruth Landshoff Vollmer,american;german,,minimalism;post minimalism,0001-01-01,1982-01-01
karl prantl,Karl Prantl,austrian,,post minimalism;environmental art,1923-11-05,2010-10-08
stephen antonakos,Stephen Antonakos,american;greek,,post minimalism,1926-11-01,2013-08-17
otto piene,Otto Piene,german,zero,kinetic art;post minimalism,1928-04-18,2014-07-17
robert morris,Robert Morris,american,,minimalism;post minimalism,1931-02-09,2018-11-28
dorothea rockburne,Dorothea Rockburne,american;canadian,,post minimalism,0001-01-01,0001-01-01
james lee byars,James Lee Byars,american,,conceptual art;post minimalism,1932-04-10,1997-05-23
andre cadere,Andrei Cădere,french;polish;romanian,,conceptual art;post minimalism,0001-01-01,0001-01-01
sheila hicks,Sheila Hicks,american,,post minimalism,1934-07-24,0001-01-01
guy mees,Guy Mees,flemish,,post minimalism,0001-01-01,0001-01-01
kenneth price,Kenneth Price,american,,pop art;post minimalism,1935-02-16,2012-02-24
eva hesse,Eva Hesse,american;jewish;german,,arte povera;post minimalism,1936-01-11,1970-05-29
takamatsu jiro,高松次郎,japanese,,post minimalism,1936-02-20,1998-06-25
richard van buren,Richard Van Buren,american,park place,post minimalism,0001-01-01,0001-01-01
pino pinelli,Pino Pinelli,italian,,post painterly abstraction;post minimalism,0001-01-01,0001-01-01
fusun onur,Füsun Onur,turkish,,feminist art;post minimalism,0001-01-01,0001-01-01
dennis oppenheim,Dennis Oppenheim,american,,conceptual art;post minimalism;environmental art,1938-09-06,2011-01-21
gary kuehn,Gary Kuehn,american,,post minimalism,0001-01-01,0001-01-01
bill bollinger,Bill Bollinger,american,,post minimalism,1939-07-15,1988-05-27
franz erhard walther,Franz Erhard Walther,german,,neo dada;post minimalism,1939-07-22,0001-01-01
richard serra,Richard Serra,american,,post minimalism,1939-11-02,0001-01-01
nancy graves,Nancy Graves,american,,post minimalism,1939-12-23,1995-10-21
keith sonnier,Keith Sonnier,american,,post minimalism,0001-01-01,0001-01-01
richard tuttle,Richard Dean Tuttle,american,,minimalism;post minimalism,1941-07-12,0001-01-01
jacqueline winsor,Jacqueline Winsor,american;canadian,,post minimalism,1941-10-20,0001-01-01
lynda benglis,Lynda Benglis,american,,feminist art;post minimalism,1941-10-25,0001-01-01
bruce nauman,Bruce Nauman,american,,post minimalism,1941-12-06,0001-01-01
nobuo sekine,Nobuo Sekine (関根伸夫),japanese,mono ha,post minimalism;environmental art,0001-01-01,0001-01-01
david hammons,David Hammons,american,,post minimalism;junk art,0001-01-01,0001-01-01
florin maxa,Florin Maxa,romanian,,post minimalism,1943-01-18,0001-01-01
kishio suga,Kishio Suga,japanese,mono ha,minimalism;post minimalism,0001-01-01,0001-01-01
el anatsui,El Anatsui,ghanaian;nigerian,,junk art;post minimalism,0001-01-01,0001-01-01
harmony hammond,Harmony Hammond,american,,feminist art;post minimalism,1944-02-08,0001-01-01
phyllida barlow,Phyllida Barlow,british,,post minimalism,1944-04-04,0001-01-01
sean scully,Sean Scully,american;irish,,post minimalism;neo minimalism,1945-06-30,0001-01-01
valerie jaudon,Valerie Jaudon,american,,post minimalism;p&d,1945-08-06,0001-01-01
lita albuquerque,Lita Albuquerque,american,,post minimalism;environmental art,0001-01-01,0001-01-01
alice aycock,Alice Aycock,american,,post minimalism;environmental art,1946-11-20,0001-01-01
jurgen partenheimer,Jürgen Partenheimer,german,,conceptual art;post minimalism,1947-05-14,0001-01-01
alison wilding,Alison Wilding RA,british,new british sculpture,post minimalism,1948-07-07,0001-01-01
richard deacon,Richard Deacon CBE,british,new british sculpture,post minimalism,1949-08-15,0001-01-01
antony gormley,"Sir Antony Mark David Gormley, OBE",british,new british sculpture,post minimalism,1950-08-30,0001-01-01
rashid al khalifa,راشد آل خليفة,bahraini,,abstract art;post minimalism;contemporary realism,0001-01-01,0001-01-01
anish kapoor,Anish Kapoor,british;indian,new british sculpture,post minimalism,1954-03-12,0001-01-01
david batchelor,David Batchelor,british,,post minimalism;light and space,1955-07-17,0001-01-01
tony feher,Tony Feher,american,,post minimalism,0001-01-01,0001-01-01
ann hamilton,Ann Hamilton,american,,post minimalism,1956-06-22,0001-01-01
felix gonzalez torres,Félix González-Torres,american;cuban,group material,conceptual art;post minimalism;relational art,1957-11-26,1996-01-09
charles long,Charles Long,american,,post minimalism,0001-01-01,0001-01-01
jessica stockholder,Jessica Stockholder,american;canadian,,post minimalism,0001-01-01,0001-01-01
maya lin,Maya Ying Lin,american,,post minimalism;environmental art,1959-10-05,0001-01-01
inigo manglano ovalle,Iñigo Manglano-Ovalle,american;spanish,,post minimalism,0001-01-01,0001-01-01
tea jorjadze,თეა ჯორჯაძე,german;georgian,,post minimalism,0001-01-01,0001-01-01
noma bar,Noma Bar,israeli;british,,post minimalism,0001-01-01,0001-01-01
tony delap,Tony DeLap,american,,op art;light and space,0001-01-01,0001-01-01
robert irwin,Robert Irwin,american,,light and space;environmental art,1928-09-12,0001-01-01
norman zammitt,Norman Zammitt,american;canadian,,light and space,0001-01-01,0001-01-01
craig kauffman,Craig Kauffman,american,,light and space,1932-03-31,2010-05-09
helen pashgian,Helen Pashgian,american,,light and space,0001-01-01,0001-01-01
john mccracken,John Harvey McCracken,american,,minimalism;light and space,1934-12-09,2011-04-08
de wain valentine,DeWain Valentine,american,,light and space,0001-01-01,0001-01-01
ronald davis,Ronald Davis,american,,post painterly abstraction;abstract illusionism;cyberart;light and space,0001-01-01,0001-01-01
larry bell,Larry Bell,american,,minimalism;light and space,0001-01-01,0001-01-01
doug wheeler,Doug Wheeler,american,,light and space,0001-01-01,0001-01-01
peter alexander,Peter Alexander,american,,light and space,1939-02-27,0001-01-01
ray howlett,Ray Howlett,american,,light and space,1940-08-06,0001-01-01
fred eversley,Frederick John Eversley,american,,light and space,0001-01-01,0001-01-01
ron cooper,Ron Cooper,american,,light and space,0001-01-01,0001-01-01
laddie john dill,Laddie John Dill,american,,light and space,0001-01-01,0001-01-01
james turrell,James Turrell,american,,light and space;environmental art,1943-05-06,0001-01-01
mary corse,Mary Corse,american,,light and space,0001-01-01,0001-01-01
gregg renfrow,Gregg Renfrow,american,,light and space,0001-01-01,0001-01-01
david batchelor,David Batchelor,british,,post minimalism;light and space,1955-07-17,0001-01-01
kaloust guedel,Kaloust Guedelekian,american;armenian,,excessivism;contemporary;light and space,1956-10-31,0001-01-01
eric zammitt,Eric Zammitt,american,,op art;light and space,0001-01-01,0001-01-01
regine schumann,Regine Schumann,german,,neo minimalism;light and space,0001-01-01,0001-01-01
gisela colon,Gisela Colon,american;canadian,,light and space;minimalism,0001-01-01,0001-01-01
leo villareal,Leo Villareal,american,,neo minimalism;light and space,0001-01-01,0001-01-01
olafur eliasson,Ólafur Elíasson,icelandic,,light and space,0001-01-01,0001-01-01
karl prantl,Karl Prantl,austrian,,post minimalism;environmental art,1923-11-05,2010-10-08
george segal,George Segal,american,,pop art;environmental art,1924-11-26,2000-06-09
robert irwin,Robert Irwin,american,,light and space;environmental art,1928-09-12,0001-01-01
herman de vries,Herman De Vries,dutch,zero,conceptual art;environmental art,1931-07-11,0001-01-01
walter de maria,Walter De Maria,american,,minimalism;environmental art,1935-10-01,2013-07-25
alberto carneiro,Alberto Carneiro,portuguese,,environmental art,0001-01-01,0001-01-01
roberto chabet,"Roberto ""Bobby"" Rodríguez Chabet",filipino,,conceptual art;environmental art,1937-03-29,2013-04-30
robert smithson,Robert Smithson,american,,environmental art,1938-01-02,1973-07-20
nancy holt,Nancy Holt,american,,environmental art,1938-04-05,2014-02-08
dennis oppenheim,Dennis Oppenheim,american,,conceptual art;post minimalism;environmental art,1938-09-06,2011-01-21
nobuo sekine,Nobuo Sekine (関根伸夫),japanese,mono ha,post minimalism;environmental art,0001-01-01,0001-01-01
james turrell,James Turrell,american,,light and space;environmental art,1943-05-06,0001-01-01
michael heizer,Michael Madden Heizer,american,,minimalism;environmental art,0001-01-01,0001-01-01
marko pogacnik,Marko Pogačnik,slovenian,,pop art;conceptual art;environmental art,1944-08-11,0001-01-01
richard long,Richard Long CBE,british,,environmental art,1945-06-02,0001-01-01
lita albuquerque,Lita Albuquerque,american,,post minimalism;environmental art,0001-01-01,0001-01-01
alice aycock,Alice Aycock,american,,post minimalism;environmental art,1946-11-20,0001-01-01
giuseppe penone,Giuseppe Penone,italian,novecento italiano,arte povera;environmental art,1947-04-03,0001-01-01
wolfgang laib,Wolfgang Laib,german,,conceptual art;environmental art,1950-03-25,0001-01-01
christo and jeanne claude,Christo Vladimirov Javacheff and Jeanne-Claude Denat de Guillebon,bulgarian;french;american,,environmental art,0001-01-01,0001-01-01
maya lin,Maya Ying Lin,american,,post minimalism;environmental art,1959-10-05,0001-01-01
antonio berni,Delesio Antonio Berni,argentinean,,muralism;social realism;junk art;p&d,1905-05-14,1981-10-13
john chamberlain,John Angus Chamberlain,american,,abstract expressionism;neo dada;junk art,1927-04-16,2011-12-21
david hammons,David Hammons,american,,post minimalism;junk art,0001-01-01,0001-01-01
lubo kristek,Lubo Kristek,czech;german,,performance art;junk art;surrealism;neo dada,1943-05-08,0001-01-01
el anatsui,El Anatsui,ghanaian;nigerian,,junk art;post minimalism,0001-01-01,0001-01-01
michel blazy,Michel Blazy,french,,junk art,1966-04-24,0001-01-01
sophie gengembre anderson,Sophie Gengembre Anderson,french;british,,romanticism;neoclassicism;kitsch,0001-01-01,1903-03-10
giovanni boldini,Giovanni Boldini,italian,macchiaioli,realism;impressionism;kitsch,1842-12-31,1931-07-11
cassius marcellus coolidge,Kash Koolidge,american,,kitsch,1844-09-18,1934-01-13
luis ricardo falero,Luis Ricardo Falero,spanish,,kitsch,0001-01-01,1896-12-07
paul emile chabas,Paul Émile Chabas,french,,kitsch,1869-03-07,1937-05-10
harrison fisher,Harrison Fisher,american,,kitsch,1875-07-27,1934-01-19
frank xavier leyendecker,Frank Xavier Leyendecker,american,,art nouveau;kitsch,1876-01-19,1924-04-18
alberto vargas,Alberto Vargas,peruvian,,kitsch,1896-02-09,1982-12-30
haddon sundblom,Haddon Hubbard Sundblom,american,,kitsch;regionalism,1899-06-22,1976-03-10
arno breker,Arno Breker,german,,neoclassicism;kitsch,1900-07-19,1991-02-13
konrad zuse,Konrad Ernst Otto Zuse,german,,kitsch,1910-06-22,1995-12-18
fornasetti,Piero Fornasetti,italian,,surrealism;kitsch,1913-11-10,1988-10-09
vladimir tretchikoff,Владимир Третчиков,russian,,kitsch,1913-12-26,2006-08-26
mahmoud farshchian,Mahmoud Farshchian,iranian,,kitsch,1930-01-24,0001-01-01
sabin balasa,Sabin Bălașa,romanian,,surrealism;kitsch,1932-06-17,2008-04-01
nelson shanks,Nelson Shanks,american,,classical realism;kitsch,0001-01-01,0001-01-01
alexander shilov,Александр Шилов,russian,,kitsch,1943-10-06,0001-01-01
odd nerdrum,Odd Nerdrum,norwegian,,kitsch,1944-04-08,0001-01-01
yifei chen,陈逸飞,chinese,,people's republic of china;kitsch;photorealism;hyper realism,1946-04-14,0001-01-01
rolf ohst,Rolf Ohst,german,,contemporary realism;kitsch,0001-01-01,0001-01-01
viktor lyapkalo,Виктор Ляпкало,russian,,kitsch,1956-09-18,0001-01-01
thomas kinkade,Thomas Kinkade,american,,kitsch,1958-01-19,2012-04-06
aleksander belyaev,Александр Беляев,russian,,realism;impressionism;kitsch,1959-06-07,0001-01-01
andrey shishkin,Андрей Шишкин,russian,,kitsch,0001-01-01,0001-01-01
john currin,John Currin,american,,contemporary;contemporary realism;kitsch,0001-01-01,0001-01-01
vladimir kush,Vladimir Kush,,,surrealism;kitsch,0001-01-01,0001-01-01
iurie matei,Iurie Matei,moldovian,,surrealism;magic realism;kitsch,1968-03-11,0001-01-01
jon mcnaughton,Jon Mcnaughton,american,,social realism;kitsch,0001-01-01,0001-01-01
mary jane ansell,Mary Jane Ansell,british,,kitsch;photorealism;hyper realism,0001-01-01,0001-01-01
sonya rapoport,Sonya Goldberg Rapoport,american;jewish,,cyberart;p&d,1923-10-06,0001-01-01
wen ying tsai,Wen-Ying Tsai,american;chinese,,kinetic art;op art;cyberart,1928-10-13,2013-01-02
ronald davis,Ronald Davis,american,,post painterly abstraction;abstract illusionism;cyberart;light and space,0001-01-01,0001-01-01
vladimir bonacic,Vladimir Bonačić,croatian,,cyberart,0001-01-01,0001-01-01
piero gilardi,Piero Gilardi,italian,,arte povera;cyberart,0001-01-01,0001-01-01
stephen prina,Stephen Prina,american,,relational art,0001-01-01,0001-01-01
felix gonzalez torres,Félix González-Torres,american;cuban,group material,conceptual art;post minimalism;relational art,1957-11-26,1996-01-09
maurizio cattelan,Maurizio Cattelan,italian,,relational art,1960-09-21,0001-01-01
rirkrit tiravanija,ฤกษ์ฤทธิ์ ตีระวนิช,argentinean;thai,,relational art,0001-01-01,0001-01-01
carsten holler,Carsten Höller,german;belgian,,relational art,0001-01-01,0001-01-01
pierre huyghe,Pierre Huyghe,french,,relational art,1962-09-11,0001-01-01
jorge pardo,Jorge Pardo,cuban,,relational art,0001-01-01,0001-01-01
liam gillick,Liam Gillick,british,young british artists,relational art,0001-01-01,0001-01-01
ernesto neto,Ernesto Saboia de Albuquerque Neto,brazilian,,relational art,0001-01-01,0001-01-01
dominique gonzalez foerster,Dominique Gonzalez-Foerster,french,,relational art,1965-06-30,0001-01-01
jason rhoades,Jason Rhoades,american,,relational art,1965-07-09,2006-08-01
angela bulloch,Angela Bulloch,british;canadian,young british artists,relational art;neo minimalism,0001-01-01,0001-01-01
amir baradaran,Amir Baradaran,iranian;canadian,,relational art,0001-01-01,0001-01-01
jim nutt,"James T. ""Jim"" Nutt",american,chicago imagists,funk art,1938-11-28,0001-01-01
jeffrey smart,Frank Jeffrey Edson Smart,australian,,precisionism;photorealism;hyper realism,0001-01-01,2013-06-20
ralph goings,Ralph Goings,american,,photorealism;hyper realism,1928-05-09,0001-01-01
audrey flack,Audrey Flack,,,abstract expressionism;pop art;photorealism;hyper realism,0001-01-01,0001-01-01
robert heinecken,Robert Heinecken,,,conceptual art;photorealism;hyper realism,0001-01-01,0001-01-01
malcolm morley,Malcolm Morley,british,,photorealism;hyper realism,1931-06-07,0001-01-01
john stuart ingle,John Stuart Ingle,american,,photorealism;hyper realism;contemporary realism,0001-01-01,2010-10-30
erik bulatov,Эрик Булатов,russian,,conceptual art;sots art;photorealism;hyper realism,1933-09-05,0001-01-01
charles bell,Charles Bell,american,,photorealism;hyper realism,0001-01-01,1995-04-01
mary pratt,"Mary Frances Pratt, CC, RCA (born West)",canadian,,photorealism;hyper realism,1935-03-15,0001-01-01
robert cottingham,Robert William Cottingham,american,,photorealism;hyper realism,1935-09-26,0001-01-01
claudio bravo,Claudio Bravo,chilean,,photorealism;hyper realism,1936-11-08,2011-06-04
vija celmins,Vija Celmins,american;latvian,,photorealism;hyper realism,1938-10-25,0001-01-01
ken danby,"Ken Danby, CM OOnt [Kenneth Edison Danby]",canadian,,photorealism;hyper realism,1940-03-06,2007-09-23
chuck close,"Charles Thomas ""Chuck"" Close",american,,photorealism;hyper realism,1940-07-05,0001-01-01
david ligare,David Ligare,american,,photorealism;hyper realism,0001-01-01,0001-01-01
barkley l. hendricks,Barkley L. Hendricks,american,,pop art;photorealism;hyper realism;conceptual art,1945-04-16,2017-04-18
catherine murphy,Catherine Murphy,american,,photorealism;hyper realism,0001-01-01,0001-01-01
yifei chen,陈逸飞,chinese,,people's republic of china;kitsch;photorealism;hyper realism,1946-04-14,0001-01-01
kent bellows,Kent Bellows,american,,photorealism;hyper realism;contemporary realism,1949-06-26,2005-09-14
glennray tutor,Glennray Tutor,american,,photorealism;hyper realism,1950-08-25,0001-01-01
dan witz,Dan Witz,american,,street art;contemporary;photorealism;hyper realism,1957-10-19,0001-01-01
agim sulaj,Agim Sulaj,albanian,,surrealism;photorealism;hyper realism;contemporary,1960-09-06,0001-01-01
vincent giarrano,Vincent Giarrano,american,,photorealism;hyper realism,1960-11-17,0001-01-01
jose higuera,Jose Higuera,spanish,,realism;photorealism;hyper realism,1966-05-06,0001-01-01
mary jane ansell,Mary Jane Ansell,british,,kitsch;photorealism;hyper realism,0001-01-01,0001-01-01
denis peterson,Denis Peterson,american,,photorealism;hyper realism,0001-01-01,0001-01-01
rolf amstrong,John Scott Amstrong,american,,poster art realism,1889-04-21,1960-02-22
robert g. harris,Robert George Harris,american,,poster art realism,1911-09-09,2007-12-23
jack vettriano,Jack Hoggan,british,,poster art realism,1951-11-17,0001-01-01
fairfield porter,Fairfield Porter,american,,contemporary realism,1907-06-10,1975-09-15
haroutiun galentz,Հարություն Կալենց,armenian,,cubism;contemporary realism,1910-04-10,1967-05-07
josef herman,Josef Herman (Joe Bach),british;polish,,expressionism;contemporary realism,0001-01-01,2000-02-19
andrew wyeth,Andrew Newell Wyeth,american,,regionalism;contemporary realism,1917-07-12,2009-01-16
paul wonner,Paul John Wonner,american,bay area figurative school,contemporary realism,1920-04-24,2008-04-23
alex colville,"David Alexander Colville, PC CC ONS",canadian,,precisionism;contemporary realism,1920-08-24,2013-07-16
charles garabedian,Չարլզ Կարապետյան,american;armenian,,contemporary;contemporary realism,1923-12-29,2016-02-11
jane wilson,Jane Wilson,american,new york school,contemporary realism,0001-01-01,2015-01-13
philip pearlstein,Philip Pearlstein,american,,contemporary realism,1924-05-24,0001-01-01
gilles aillaud,Gilles Aillaud,french,,contemporary realism,1928-06-05,2005-03-24
alberto sughi,Alberto Sughi,italian,,expressionism;contemporary realism;neo expressionism,1928-10-05,2012-03-31
avigdor arikha,Avigdor Arikha (אביגדור אריכא),french;jewish;romanian;israeli,,expressionism;contemporary realism,1929-04-28,2010-04-29
neil welliver,Neil Gavin Welliver,american,,contemporary realism,1929-07-22,2005-04-05
peter dreher,Peter Dreher,german,,conceptual art;contemporary realism,1932-08-26,0001-01-01
john stuart ingle,John Stuart Ingle,american,,photorealism;hyper realism;contemporary realism,0001-01-01,2010-10-30
antonio lopez garcia,Antonio Lopez Garcia,spanish,,magic realism;contemporary realism,1936-01-06,0001-01-01
hubertine heijermans,Hubertine Heijermans,dutch,dutch school,contemporary realism,1936-01-08,0001-01-01
norman ackroyd,"Norman Ackroyd, CBE, RA",british,,contemporary realism,0001-01-01,0001-01-01
janet fish,Janet Isobel Fish,american,,contemporary realism,1938-05-18,0001-01-01
aydin aghdashloo,آیدین آغداشلو,iranian,,neo expressionism;contemporary realism;neo pop art,1940-10-30,0001-01-01
morteza katouzian,مرتضی کاتوزیان,iranian,,contemporary realism,1943-07-03,0001-01-01
ian bent,Ian Bent,australian,,contemporary realism;surrealism,0001-01-01,0001-01-01
richard whitney,Richard Whitney,american,,contemporary realism,0001-01-01,0001-01-01
jamie wyeth,James Browning Wyeth,american,,contemporary realism,1946-07-06,0001-01-01
eric fischl,Eric Fischl,american,,neo expressionism;contemporary realism,1948-03-09,0001-01-01
kent bellows,Kent Bellows,american,,photorealism;hyper realism;contemporary realism,1949-06-26,2005-09-14
consuelo hernandez,Consuelo Hernández,spanish,madrid school,realism;contemporary realism;magic realism,0001-01-01,0001-01-01
rolf ohst,Rolf Ohst,german,,contemporary realism;kitsch,0001-01-01,0001-01-01
rashid al khalifa,راشد آل خليفة,bahraini,,abstract art;post minimalism;contemporary realism,0001-01-01,0001-01-01
pietropoli patrick,Patrick Pietropoli,french,,contemporary realism,1953-01-31,0001-01-01
martin yeoman,Martin Yeoman,british,new english art club,contemporary realism,1953-07-21,0001-01-01
sergey belik,Сергей Белик,ukrainian,,contemporary;magic realism;contemporary realism,1953-12-02,0001-01-01
john currin,John Currin,american,,contemporary;contemporary realism;kitsch,0001-01-01,0001-01-01
craig mullins,Craig Mullins,american,,contemporary realism,0001-01-01,0001-01-01
enrique martinez celaya,Enrique Martínez Celaya,cuban,,contemporary realism,1964-06-09,0001-01-01
jacob collins,Jacob Collins,american,,classical realism;contemporary realism,1964-08-11,0001-01-01
dana levin,Dana Elizabeth Levin,american,,classical realism;contemporary realism,1969-06-26,0001-01-01
graydon parrish,Graydon Parrish,american,,contemporary realism,1970-04-03,0001-01-01
michael bell,Michael Bell,american,,realism;surrealism;neo figurative art;contemporary realism,1971-04-10,0001-01-01
alejandro cabeza,Alejandro Cabeza,spanish,,contemporary realism,1971-08-18,0001-01-01
antonio berni,Delesio Antonio Berni,argentinean,,muralism;social realism;junk art;p&d,1905-05-14,1981-10-13
sonya rapoport,Sonya Goldberg Rapoport,american;jewish,,cyberart;p&d,1923-10-06,0001-01-01
miriam schapiro,Miriam Schapiro,american;canadian;jewish,,feminist art;p&d,1923-11-15,0001-01-01
